URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://worldhealthorganization.github.io/smart-icvp/ValueSet/DVCRelationshipStatus,0.1.0,draft,,DVCRelationshipStatus,Relationship Status for Contact in Patient,"Relationship Status for Contact in Patient",,"Other"
http://worldhealthorganization.github.io/smart-icvp/ValueSet/DVCVaccines,0.1.0,draft,,DVCVaccines,DVC - Vaccines,"This value set includes codes from ICD",,"hl7.terminology"
http://worldhealthorganization.github.io/smart-icvp/ValueSet/DiseaseTargeted,0.1.0,draft,,DiseaseTargeted,Disease Targeted,"Value set for all diseases",,"Internal"
http://worldhealthorganization.github.io/smart-icvp/ValueSet/ICVPDiseaseTargeted,0.1.0,draft,,ICVPDiseaseTargeted,ICVP Disease Targeted,"Value set for yellow fever and polio only",,"Internal"
http://worldhealthorganization.github.io/smart-icvp/ValueSet/ICVPVaccineCodes,0.1.0,draft,,ICVPVaccineCodes,ICVP - Vaccine Codes,"This value set includes codes from ICVP",,"hl7.terminology"
http://worldhealthorganization.github.io/smart-icvp/ValueSet/doseNumber,0.1.0,draft,,doseNumber,Dose Number,"Dose Number value set",,"Internal"
